"date","away","away_score","home","home_score","point_diff"
2022-02-03,"Kennesaw St.",81,"Eastern Kentucky",82,1
2022-02-05,"Liberty",91,"Eastern Kentucky",84,-7
2021-11-12,"Illinois St.",98,"Eastern Michigan",103,5
2021-11-24,"Western Illinois",68,"Eastern Michigan",72,4
2021-12-05,"Northwood MI",57,"Eastern Michigan",79,22
2021-12-08,"Niagara",58,"Eastern Michigan",60,2
2021-12-11,"FIU",88,"Eastern Michigan",92,4
2022-01-08,"Ball St.",78,"Eastern Michigan",72,-6
2022-01-11,"Central Michigan",68,"Eastern Michigan",99,31
2022-01-18,"Kent St.",56,"Eastern Michigan",47,-9
2022-01-29,"Miami OH",75,"Eastern Michigan",85,10
2022-02-01,"Toledo",86,"Eastern Michigan",66,-20
2022-02-12,"Ohio",74,"Eastern Michigan",56,-18
2021-11-15,"Walla Walla",71,"Eastern Washington",111,40
2021-11-20,"Texas St.",81,"Eastern Washington",74,-7
2021-12-02,"Southern Utah",89,"Eastern Washington",76,-13
2021-12-15,"Multnomah",56,"Eastern Washington",95,39
2022-01-06,"Montana",90,"Eastern Washington",78,-12
2022-01-08,"Idaho",93,"Eastern Washington",96,3
2022-01-20,"Sacramento St.",62,"Eastern Washington",75,13
2022-01-22,"Northern Colorado",87,"Eastern Washington",83,-4
2022-02-10,"Weber St.",67,"Eastern Washington",75,8
2022-02-12,"Idaho St.",72,"Eastern Washington",75,3
2021-11-12,"Randolph",62,"Elon",107,45
2021-11-14,"Bluefield",72,"Elon",89,17
2021-11-19,"Mississippi",74,"Elon",56,-18
2021-11-21,"Temple",75,"Elon",58,-17
2021-11-27,"Jacksonville St.",93,"Elon",81,-12
2021-12-04,"High Point",83,"Elon",77,-6
2021-12-15,"Winthrop",61,"Elon",63,2
2021-12-29,"Northeastern",62,"Elon",79,17
2022-01-15,"Towson",59,"Elon",54,-5
2022-01-17,"James Madison",67,"Elon",90,23
2022-01-27,"William & Mary",54,"Elon",61,7
2022-02-03,"UNC Wilmington",65,"Elon",78,13
2022-02-05,"Charleston",66,"Elon",64,-2
2021-11-11,"IUPUI",40,"Evansville",60,20
2021-11-16,"DePauw",58,"Evansville",69,11
2021-11-20,"UCF",75,"Evansville",59,-16
2021-11-22,"Rice",109,"Evansville",104,-5
2021-12-01,"Southern Illinois",54,"Evansville",52,-2
2021-12-04,"Tennessee Tech",51,"Evansville",59,8
2022-01-08,"Drake",60,"Evansville",59,-1
2022-01-18,"Loyola Chicago",77,"Evansville",48,-29
2022-01-23,"Illinois St.",53,"Evansville",56,3
2022-01-26,"Northern Iowa",64,"Evansville",59,-5
2022-02-05,"Bradley",76,"Evansville",41,-35
2022-02-10,"Indiana St.",80,"Evansville",77,-3
2021-11-16,"Medgar Evers",55,"Fairfield",110,55
2021-11-24,"Stony Brook",78,"Fairfield",83,5
2021-11-28,"Loyola MD",75,"Fairfield",70,-5
2021-12-08,"Holy Cross",59,"Fairfield",74,15
2021-12-23,"Wagner",63,"Fairfield",50,-13
2022-01-07,"Marist",60,"Fairfield",51,-9
2022-01-11,"Iona",80,"Fairfield",76,-4
2022-01-20,"Monmouth",61,"Fairfield",58,-3
2022-02-06,"Siena",62,"Fairfield",56,-6
2022-02-09,"Quinnipiac",69,"Fairfield",60,-9
2022-02-12,"Niagara",53,"Fairfield",73,20
2021-12-15,"Fairfield",72,"Fairleigh Dickinson",54,-18
2022-01-21,"St. Francis NY",80,"Fairleigh Dickinson",78,-2
2022-01-23,"LIU",79,"Fairleigh Dickinson",75,-4
2022-01-27,"Mount St. Mary's",67,"Fairleigh Dickinson",56,-11
2022-01-30,"Central Connecticut",55,"Fairleigh Dickinson",75,20
2022-02-10,"St. Francis PA",78,"Fairleigh Dickinson",65,-13
2022-02-12,"Sacred Heart",75,"Fairleigh Dickinson",82,7
2021-11-12,"Trinity FL",48,"FIU",111,63
2021-11-18,"Ball St.",60,"FIU",73,13
2021-11-21,"UNC Greensboro",71,"FIU",74,3
2021-11-24,"North Dakota",56,"FIU",65,9
2021-11-28,"North Florida",69,"FIU",84,15
2021-12-01,"Florida Gulf Coast",61,"FIU",77,16
2021-12-04,"Stetson",65,"FIU",72,7
2021-12-30,"Old Dominion",82,"FIU",77,-5
2022-01-01,"St. Thomas FL",72,"FIU",95,23
2022-01-05,"Bethune Cookman",65,"FIU",68,3
2022-01-20,"Marshall",66,"FIU",70,4
2022-01-22,"Western Kentucky",83,"FIU",86,3
2022-02-03,"Southern Miss",67,"FIU",77,10
2022-02-05,"Louisiana Tech",86,"FIU",82,-4
2022-02-07,"Charlotte",81,"FIU",68,-13
2021-11-09,"Elon",61,"Florida",74,13
2021-11-14,"Florida St.",55,"Florida",71,16
2021-11-18,"Milwaukee",45,"Florida",81,36
2021-11-24,"Ohio St.",68,"Florida",71,3
2021-11-28,"Troy",45,"Florida",84,39
2021-12-06,"Texas Southern",69,"Florida",54,-15
2021-12-08,"North Florida",55,"Florida",85,30
2021-12-22,"Stony Brook",62,"Florida",87,25
2022-01-05,"Alabama",83,"Florida",70,-13
2022-01-12,"LSU",64,"Florida",58,-6
2022-01-19,"Mississippi St.",72,"Florida",80,8
2022-01-22,"Vanderbilt",42,"Florida",61,19
2022-01-29,"Oklahoma St.",72,"Florida",81,9
2022-02-05,"Mississippi",57,"Florida",62,5
2022-02-09,"Georgia",63,"Florida",72,9
2021-11-15,"LeMoyne Owen",70,"Florida A&M",95,25
2021-12-01,"Fort Valley St.",63,"Florida A&M",76,13
2021-12-07,"Florida Gulf Coast",69,"Florida A&M",55,-14
2022-01-08,"Southern",80,"Florida A&M",66,-14
2022-01-10,"Grambling St.",66,"Florida A&M",75,9
2022-01-22,"Alcorn St.",68,"Florida A&M",70,2
2022-01-24,"Jackson St.",64,"Florida A&M",67,3
2022-02-05,"Texas Southern",67,"Florida A&M",55,-12
2022-02-07,"Prairie View A&M",60,"Florida A&M",61,1
2021-11-13,"Warner",56,"Florida Atlantic",78,22
2021-11-16,"Miami FL",68,"Florida Atlantic",66,-2
2021-11-19,"Tennessee Martin",67,"Florida Atlantic",75,8
2021-11-20,"North Dakota",79,"Florida Atlantic",98,19
2021-11-22,"Troy",83,"Florida Atlantic",78,-5
2021-11-28,"James Madison",69,"Florida Atlantic",65,-4
2021-12-01,"Stetson",73,"Florida Atlantic",83,10
2021-12-05,"North Florida",41,"Florida Atlantic",76,35
2021-12-08,"Palm Beach Atlantic",63,"Florida Atlantic",84,21
2021-12-17,"Florida Tech",55,"Florida Atlantic",78,23
2022-01-17,"Charlotte",67,"Florida Atlantic",96,29
2022-01-20,"Western Kentucky",69,"Florida Atlantic",78,9
2022-01-22,"Marshall",60,"Florida Atlantic",71,11
2022-02-03,"Louisiana Tech",73,"Florida Atlantic",83,10
2022-02-05,"Southern Miss",57,"Florida Atlantic",84,27
2022-02-08,"Old Dominion",62,"Florida Atlantic",81,19
2021-11-09,"Florida National",57,"Florida Gulf Coast",94,37
2021-11-16,"USC",78,"Florida Gulf Coast",61,-17
2021-11-21,"Eckerd",59,"Florida Gulf Coast",99,40
2021-11-23,"Rhode Island",66,"Florida Gulf Coast",67,1
2021-11-26,"Western Michigan",67,"Florida Gulf Coast",77,10
2021-11-27,"Southeastern Louisiana",71,"Florida Gulf Coast",90,19
2021-11-28,"Purdue Fort Wayne",78,"Florida Gulf Coast",85,7
2021-12-04,"Dartmouth",68,"Florida Gulf Coast",78,10
2021-12-19,"Mercer",55,"Florida Gulf Coast",67,12
2022-01-05,"North Florida",67,"Florida Gulf Coast",74,7
2022-01-15,"Liberty",78,"Florida Gulf Coast",75,-3
2022-01-27,"Eastern Kentucky",73,"Florida Gulf Coast",77,4
2022-01-29,"Bellarmine",74,"Florida Gulf Coast",63,-11
2022-02-09,"North Alabama",60,"Florida Gulf Coast",92,32
2022-02-12,"Stetson",82,"Florida Gulf Coast",89,7
2021-11-10,"Penn",70,"Florida St.",105,35
2021-11-17,"Tulane",54,"Florida St.",59,5
2021-11-24,"Boston University",80,"Florida St.",81,1
2021-12-04,"Syracuse",63,"Florida St.",60,-3
2021-12-15,"Lipscomb",60,"Florida St.",97,37
2022-01-08,"Louisville",70,"Florida St.",79,9
2022-01-11,"Miami FL",64,"Florida St.",65,1
2022-01-18,"Duke",78,"Florida St.",79,1
2022-01-20,"North Florida",73,"Florida St.",86,13
2022-01-29,"Virginia Tech",85,"Florida St.",72,-13
2022-02-05,"Wake Forest",68,"Florida St.",60,-8
2022-02-09,"Pittsburgh",56,"Florida St.",51,-5
2021-11-09,"Columbia",67,"Fordham",77,10
2021-11-15,"St. Thomas",78,"Fordham",84,6
2021-11-19,"Maryland Eastern Shore",75,"Fordham",73,-2
2021-11-22,"Akron",43,"Fordham",63,20
2021-11-24,"Rice",74,"Fordham",84,10
2021-12-01,"St. Francis NY",46,"Fordham",68,22
2021-12-09,"LIU",57,"Fordham",73,16
2021-12-12,"Miami FL",72,"Fordham",66,-6
2022-01-12,"Duquesne",71,"Fordham",72,1
2022-01-18,"Richmond",83,"Fordham",70,-13
2022-01-22,"Davidson",69,"Fordham",66,-3
2022-02-02,"Rhode Island",55,"Fordham",61,6
2021-11-09,"Fresno Pacific",54,"Fresno St.",74,20
2021-11-12,"LIU",60,"Fresno St.",84,24
2021-11-15,"Idaho",62,"Fresno St.",69,7
2021-11-22,"Pepperdine",63,"Fresno St.",70,7
2021-12-01,"San Diego",43,"Fresno St.",63,20
2021-12-04,"Cal St. Northridge",43,"Fresno St.",61,18
2021-12-11,"UC Irvine",55,"Fresno St.",63,8
2021-12-17,"Cal Poly",48,"Fresno St.",83,35
2022-01-11,"San Jose St.",59,"Fresno St.",79,20
2022-01-18,"Utah St.",54,"Fresno St.",61,7
2022-01-28,"Boise St.",68,"Fresno St.",63,-5
2022-02-04,"Nevada",56,"Fresno St.",73,17
2022-02-06,"Wyoming",61,"Fresno St.",59,-2
2021-11-09,"North Greenville",66,"Furman",118,52
2021-11-19,"Radford",64,"Furman",81,17
2021-11-21,"Navy",77,"Furman",66,-11
2021-12-03,"Charleston",88,"Furman",91,3
2021-12-10,"Appalachian St.",65,"Furman",73,8
2021-12-21,"Presbyterian",61,"Furman",75,14
2021-12-29,"Samford",49,"Furman",81,32
2022-01-08,"Mercer",66,"Furman",81,15
2022-01-12,"East Tennessee St.",69,"Furman",78,9
2022-01-19,"Western Carolina",50,"Furman",88,38
2022-01-26,"VMI",64,"Furman",79,15
2022-02-02,"The Citadel",83,"Furman",102,19
2022-02-05,"UNC Greensboro",58,"Furman",56,-2
2022-02-12,"Chattanooga",64,"Furman",58,-6
2021-11-20,"Carver",38,"Gardner Webb",100,62
2021-11-24,"Columbia International",78,"Gardner Webb",90,12
2021-11-27,"Western Carolina",59,"Gardner Webb",87,28
2021-11-29,"North Carolina Central",58,"Gardner Webb",83,25
2021-12-08,"Wofford",78,"Gardner Webb",70,-8
2021-12-17,"Converse",46,"Gardner Webb",79,33
2022-01-08,"Hampton",69,"Gardner Webb",78,9
2022-01-12,"Presbyterian",61,"Gardner Webb",64,3
2022-01-19,"USC Upstate",74,"Gardner Webb",61,-13
2022-01-29,"Radford",42,"Gardner Webb",61,19
2022-02-05,"North Carolina A&T",62,"Gardner Webb",69,7
2022-02-12,"Charleston Southern",65,"Gardner Webb",82,17
2021-11-09,"Stony Brook",52,"George Mason",74,22
2021-11-12,"Penn",66,"George Mason",87,21
2021-11-14,"Morgan St.",53,"George Mason",90,37
2021-12-04,"Old Dominion",60,"George Mason",50,-10
2021-12-07,"Navy",65,"George Mason",71,6
2021-12-21,"American",44,"George Mason",67,23
2022-01-22,"Dayton",49,"George Mason",50,1
2022-01-24,"Saint Joseph's",71,"George Mason",77,6
2022-01-26,"St. Bonaventure",66,"George Mason",75,9
2022-02-02,"Saint Louis",92,"George Mason",90,-2
2022-02-09,"Richmond",84,"George Mason",87,3
2022-02-12,"VCU",85,"George Mason",70,-15
2021-11-09,"St. Francis PA",72,"George Washington",75,3
2021-11-19,"UMass Lowell",67,"George Washington",56,-11
2021-11-22,"Wright St.",63,"George Washington",74,11
2021-11-23,"Kent St.",77,"George Washington",69,-8
2021-12-01,"Boston University",56,"George Washington",54,-2
2021-12-08,"Coppin St.",62,"George Washington",75,13
2021-12-13,"Radford",58,"George Washington",67,9
2022-01-08,"Dayton",83,"George Washington",58,-25
2022-01-17,"George Mason",76,"George Washington",77,1
2022-01-30,"Fordham",55,"George Washington",64,9
2022-02-02,"La Salle",87,"George Washington",89,2
2022-02-05,"Davidson",78,"George Washington",73,-5
2021-11-13,"Dartmouth",69,"Georgetown",60,-9
2021-11-16,"American",57,"Georgetown",79,22
2021-11-19,"Siena",65,"Georgetown",83,18
2021-11-26,"Saint Joseph's",77,"Georgetown",74,-3
2021-11-30,"Longwood",83,"Georgetown",91,8
2021-12-08,"UMBC",71,"Georgetown",100,29
2021-12-11,"Syracuse",75,"Georgetown",79,4
2021-12-15,"Howard",73,"Georgetown",85,12
2021-12-18,"TCU",80,"Georgetown",73,-7
2022-01-07,"Marquette",92,"Georgetown",64,-28
2022-01-13,"Butler",72,"Georgetown",58,-14
2022-01-22,"Villanova",85,"Georgetown",74,-11
2022-02-01,"Seton Hall",70,"Georgetown",63,-7
2022-02-03,"St. John's",90,"Georgetown",77,-13
2022-02-06,"Providence",71,"Georgetown",52,-19
2022-02-12,"Creighton",80,"Georgetown",66,-14
2021-11-09,"FIU",51,"Georgia",58,7
2021-11-16,"South Carolina St.",60,"Georgia",76,16
2021-11-19,"Georgia Tech",88,"Georgia",78,-10
2021-11-28,"Wofford",68,"Georgia",65,-3
2021-12-01,"Memphis",79,"Georgia",82,3
2021-12-07,"Jacksonville",58,"Georgia",69,11
2021-12-18,"George Mason",80,"Georgia",67,-13
2021-12-20,"Western Carolina",79,"Georgia",85,6
2021-12-22,"East Tennessee St.",86,"Georgia",84,-2
2021-12-29,"Gardner Webb",77,"Georgia",60,-17
2022-01-04,"Texas A&M",81,"Georgia",79,-2
2022-01-15,"Vanderbilt",73,"Georgia",66,-7
2022-01-25,"Alabama",76,"Georgia",82,6
2022-02-02,"Arkansas",99,"Georgia",73,-26
2022-02-05,"Auburn",74,"Georgia",72,-2
2022-02-12,"South Carolina",80,"Georgia",68,-12
2021-11-09,"Ball St.",71,"Georgia Southern",82,11
2021-11-16,"Bob Jones",51,"Georgia Southern",103,52
2021-12-08,"Carver",43,"Georgia Southern",85,42
2021-12-18,"Covenant",51,"Georgia Southern",85,34
2022-01-08,"UT Arlington",73,"Georgia Southern",74,1
2022-01-20,"Coastal Carolina",76,"Georgia Southern",72,-4
2022-01-22,"Appalachian St.",70,"Georgia Southern",62,-8
2022-02-03,"South Alabama",57,"Georgia Southern",58,1
2022-02-05,"Troy",61,"Georgia Southern",52,-9
2021-11-09,"Brewton Parker",37,"Georgia St.",97,60
2021-11-12,"Northeastern",64,"Georgia St.",83,19
2021-12-06,"Voorhees",51,"Georgia St.",80,29
2021-12-18,"Toccoa Falls",44,"Georgia St.",92,48
2022-01-06,"UT Arlington",70,"Georgia St.",63,-7
2022-01-20,"Appalachian St.",61,"Georgia St.",60,-1
2022-01-22,"Coastal Carolina",72,"Georgia St.",68,-4
2022-02-03,"Troy",67,"Georgia St.",63,-4
2022-02-05,"South Alabama",62,"Georgia St.",69,7
2021-11-09,"Miami OH",72,"Georgia Tech",69,-3
2021-11-12,"Stetson",52,"Georgia Tech",77,25
2021-11-15,"Lamar",66,"Georgia Tech",75,9
2021-11-22,"Charleston Southern",70,"Georgia Tech",85,15
2021-11-26,"Georgia Southern",59,"Georgia Tech",61,2
2021-12-01,"Wisconsin",70,"Georgia Tech",66,-4
2021-12-05,"North Carolina",79,"Georgia Tech",62,-17
2021-12-11,"LSU",69,"Georgia Tech",53,-16
2021-12-21,"Georgia St.",62,"Georgia Tech",72,10
2022-01-02,"Louisville",67,"Georgia Tech",64,-3
2022-01-08,"Notre Dame",72,"Georgia Tech",68,-4
2022-01-19,"Wake Forest",80,"Georgia Tech",64,-16
2022-01-23,"Clayton St.",53,"Georgia Tech",103,50
2022-01-26,"Florida St.",61,"Georgia Tech",75,14
2022-01-29,"Miami FL",73,"Georgia Tech",62,-11
2022-02-05,"Clemson",64,"Georgia Tech",69,5
2021-11-09,"Dixie St.",63,"Gonzaga",97,34
2021-11-13,"Texas",74,"Gonzaga",86,12
2021-11-15,"Alcorn St.",57,"Gonzaga",84,27
2021-11-19,"Bellarmine",50,"Gonzaga",92,42
2021-11-22,"Central Michigan",54,"Gonzaga",107,53
2021-11-23,"UCLA",63,"Gonzaga",83,20
2021-11-29,"Tarleton St.",55,"Gonzaga",64,9
2021-12-04,"Alabama",91,"Gonzaga",82,-9
2021-12-09,"Merrimack",55,"Gonzaga",80,25
2021-12-18,"Texas Tech",55,"Gonzaga",69,14
2021-12-20,"Northern Arizona",49,"Gonzaga",95,46
2021-12-28,"North Alabama",63,"Gonzaga",93,30
2022-01-08,"Pepperdine",83,"Gonzaga",117,34
2022-01-13,"BYU",84,"Gonzaga",110,26
2022-01-20,"San Francisco",62,"Gonzaga",78,16
2022-01-27,"Loyola Marymount",55,"Gonzaga",89,34
2022-01-29,"Portland",72,"Gonzaga",104,32
2022-02-10,"Pacific",51,"Gonzaga",89,38
2022-02-12,"Saint Mary's",58,"Gonzaga",74,16
2021-11-24,"Louisiana College",61,"Grambling St.",71,10
2021-11-28,"Morgan St.",59,"Grambling St.",74,15
2021-11-29,"Norfolk St.",70,"Grambling St.",63,-7
2021-12-02,"Jarvis Christian",44,"Grambling St.",71,27
2022-01-05,"Texas Southern",67,"Grambling St.",61,-6
2022-01-15,"Southern",77,"Grambling St.",83,6
2022-01-22,"Mississippi Valley St.",64,"Grambling St.",68,4
2022-01-24,"Arkansas Pine Bluff",65,"Grambling St.",76,11
2022-02-05,"Alabama St.",80,"Grambling St.",72,-8
2022-02-07,"Alabama A&M",50,"Grambling St.",58,8
2021-11-09,"Grambling St.",53,"Grand Canyon",74,21
2021-11-12,"North Florida",51,"Grand Canyon",65,14
2021-11-17,"Prairie View A&M",64,"Grand Canyon",91,27
2021-11-22,"Wyoming",68,"Grand Canyon",61,-7
2021-11-24,"Life Pacific",47,"Grand Canyon",82,35
2021-12-02,"UTSA",71,"Grand Canyon",74,3
2021-12-04,"Mississippi Valley St.",44,"Grand Canyon",91,47
2021-12-11,"Ottawa AZ",53,"Grand Canyon",81,28
2021-12-18,"San Francisco",48,"Grand Canyon",49,1
2021-12-30,"Chicago St.",63,"Grand Canyon",80,17
2022-01-13,"Abilene Christian",68,"Grand Canyon",95,27
2022-01-15,"Tarleton St.",59,"Grand Canyon",80,21
2022-02-03,"Seattle",66,"Grand Canyon",78,12
2022-02-05,"Cal Baptist",50,"Grand Canyon",56,6
2021-11-09,"Indiana St.",81,"Green Bay",77,-4
2021-11-18,"UNC Greensboro",60,"Green Bay",58,-2
2021-11-19,"FIU",63,"Green Bay",60,-3
2021-11-27,"Wisconsin Superior",48,"Green Bay",77,29
2021-12-02,"Robert Morris",58,"Green Bay",70,12
2021-12-04,"Youngstown St.",82,"Green Bay",58,-24
2022-01-05,"Milwaukee",63,"Green Bay",49,-14
2022-01-13,"IUPUI",54,"Green Bay",69,15
2022-01-15,"Illinois Chicago",80,"Green Bay",63,-17
2022-01-20,"Detroit Mercy",63,"Green Bay",70,7
2022-01-22,"Oakland",68,"Green Bay",61,-7
2022-02-09,"Wright St.",79,"Green Bay",62,-17
2022-02-11,"Northern Kentucky",71,"Green Bay",62,-9
2021-11-09,"Mid Atlantic Christian",51,"Hampton",101,50
2021-11-13,"Regent",56,"Hampton",70,14
2021-11-20,"Georgia Southern",86,"Hampton",66,-20
2021-11-28,"Norfolk St.",70,"Hampton",61,-9
2021-11-29,"Morgan St.",60,"Hampton",47,-13
2021-12-04,"Norfolk St.",57,"Hampton",58,1
2022-01-22,"High Point",64,"Hampton",68,4
2022-01-24,"Longwood",73,"Hampton",49,-24
2022-02-02,"USC Upstate",85,"Hampton",78,-7
2022-02-05,"Winthrop",69,"Hampton",57,-12
2022-02-07,"Presbyterian",69,"Hampton",74,5
2022-02-12,"Radford",60,"Hampton",54,-6
2021-11-18,"Boston University",75,"Hartford",70,-5
2021-12-14,"St. Francis PA",81,"Hartford",66,-15
2022-01-19,"New Hampshire",57,"Hartford",69,12
2022-01-26,"Binghamton",60,"Hartford",72,12
2022-02-05,"Albany",71,"Hartford",52,-19
2021-11-09,"Morehouse",70,"Harvard",86,16
2021-11-20,"MIT",52,"Harvard",98,46
2021-11-24,"Colgate",84,"Harvard",89,5
2021-11-27,"Northeastern",57,"Harvard",77,20
2021-12-01,"Rhode Island",64,"Harvard",57,-7
2021-12-06,"Babson",64,"Harvard",74,10
2021-12-19,"Holy Cross",54,"Harvard",62,8
2021-12-21,"Howard",69,"Harvard",77,8
2022-01-07,"Brown",84,"Harvard",73,-11
2022-01-28,"Penn",78,"Harvard",74,-4
2022-02-09,"Yale",62,"Harvard",59,-3
2021-11-10,"Hawaii Hilo",67,"Hawaii",97,30
2021-11-11,"Northern Colorado",81,"Hawaii",78,-3
2021-11-13,"Pacific",61,"Hawaii",73,12
2021-11-25,"Illinois Chicago",80,"Hawaii",88,8
2021-11-26,"South Alabama",72,"Hawaii",69,-3
2021-12-08,"Hawaii Pacific",52,"Hawaii",88,36
2021-12-22,"Vanderbilt",68,"Hawaii",54,-14
2021-12-23,"South Florida",76,"Hawaii",69,-7
2022-01-13,"UC Irvine",56,"Hawaii",72,16
2022-01-15,"UC San Diego",56,"Hawaii",79,23
2022-01-27,"Cal St. Northridge",65,"Hawaii",72,7
2022-01-29,"UC Santa Barbara",62,"Hawaii",65,3
2022-02-10,"Long Beach St.",73,"Hawaii",66,-7
2022-02-12,"Cal St. Fullerton",55,"Hawaii",72,17
2021-11-13,"Northern Colorado",79,"Hawaii-Hilo",87,8
2021-11-09,"Shenandoah",59,"High Point",108,49
2021-11-20,"Howard",63,"High Point",73,10
2021-11-21,"Georgia St.",74,"High Point",66,-8
2021-11-27,"Chowan",60,"High Point",90,30
2021-11-30,"Furman",74,"High Point",70,-4
2021-12-07,"Guilford",59,"High Point",64,5
2021-12-18,"UNC Wilmington",71,"High Point",69,-2
2021-12-21,"Florida Atlantic",52,"High Point",55,3
2022-01-15,"North Carolina A&T",71,"High Point",78,7
2022-01-24,"Winthrop",56,"High Point",65,9
2022-01-26,"Radford",58,"High Point",63,5
2022-02-02,"Gardner Webb",65,"High Point",57,-8
2022-02-05,"UNC Asheville",83,"High Point",91,8
2022-02-12,"Campbell",60,"High Point",42,-18
2021-11-24,"Molloy",49,"Hofstra",87,38
2021-11-27,"Detroit Mercy",84,"Hofstra",98,14
2021-12-01,"Princeton",77,"Hofstra",81,4
2021-12-04,"Bucknell",69,"Hofstra",88,19
2021-12-12,"John Jay",51,"Hofstra",102,51
2022-01-15,"Delaware",77,"Hofstra",82,5
2022-01-17,"Drexel",68,"Hofstra",71,3
2022-02-03,"Towson",78,"Hofstra",68,-10
2022-02-05,"James Madison",78,"Hofstra",85,7
2022-02-07,"UNC Wilmington",71,"Hofstra",73,2
2021-11-09,"Regis MA",51,"Holy Cross",98,47
2021-11-20,"Air Force",72,"Holy Cross",53,-19
2021-11-21,"Bryant",78,"Holy Cross",62,-16
2021-11-24,"Mount Saint Vincent",52,"Holy Cross",95,43
2021-11-27,"New Hampshire",70,"Holy Cross",55,-15
2021-12-11,"Siena",72,"Holy Cross",59,-13
2022-01-01,"Navy",70,"Holy Cross",56,-14
2022-01-07,"Lafayette",74,"Holy Cross",79,5
2022-01-22,"Bucknell",68,"Holy Cross",65,-3
2022-01-28,"Lehigh",65,"Holy Cross",67,2
2022-02-09,"Loyola MD",64,"Holy Cross",68,4
2021-11-09,"Hofstra",75,"Houston",83,8
2021-11-12,"Rice",46,"Houston",79,33
2021-11-16,"Virginia",47,"Houston",67,20
2021-11-22,"Butler",52,"Houston",70,18
2021-11-23,"Wisconsin",65,"Houston",63,-2
2021-11-30,"Northwestern St.",58,"Houston",99,41
2021-12-03,"Bryant",44,"Houston",111,67
2021-12-06,"Alcorn St.",45,"Houston",77,32
2021-12-14,"Louisiana",56,"Houston",71,15
2021-12-22,"Texas St.",47,"Houston",80,33
2022-01-08,"Wichita St.",66,"Houston",76,10
2022-01-18,"South Florida",55,"Houston",74,19
2022-01-22,"East Carolina",36,"Houston",79,43
2022-02-02,"Tulane",62,"Houston",73,11
2022-02-12,"Memphis",69,"Houston",59,-10
2021-11-13,"Barclay",44,"Houston Baptist",122,78
2021-11-29,"Southwestern Adventist",62,"Houston Baptist",100,38
2021-12-04,"Oral Roberts",85,"Houston Baptist",67,-18
2021-12-07,"Champion Christian",67,"Houston Baptist",84,17
2021-12-11,"Rice",88,"Houston Baptist",73,-15
2022-01-03,"Ecclesia",63,"Houston Baptist",94,31
2022-01-06,"Southeastern Louisiana",90,"Houston Baptist",81,-9
2022-01-27,"New Orleans",77,"Houston Baptist",66,-11
2022-01-29,"Nicholls St.",73,"Houston Baptist",61,-12
2022-02-03,"Northwestern St.",97,"Houston Baptist",87,-10
2022-02-05,"Southeastern Louisiana",80,"Houston Baptist",93,13
2021-11-09,"District of Columbia",59,"Howard",87,28
2021-11-10,"Regent",54,"Howard",118,64
2021-11-26,"Austin Peay",69,"Howard",67,-2
2021-12-04,"American",56,"Howard",90,34
2021-12-18,"North Carolina A&T",57,"Howard",79,22
2022-01-15,"Norfolk St.",77,"Howard",74,-3
2022-01-17,"Notre Dame",71,"Howard",68,-3
2022-02-05,"Maryland Eastern Shore",64,"Howard",72,8
2022-02-08,"Gallaudet",38,"Howard",96,58
2022-02-12,"Delaware St.",72,"Howard",85,13
2021-11-10,"Long Beach St.",95,"Idaho",89,-6
2021-11-12,"George Fox",85,"Idaho",95,10
2021-11-18,"Washington St.",109,"Idaho",61,-48
2021-11-22,"Utah Valley",83,"Idaho",45,-38
2021-11-24,"Cal Poly",67,"Idaho",63,-4
2021-12-04,"Southern Utah",81,"Idaho",75,-6
2021-12-08,"South Dakota St.",84,"Idaho",98,14
2021-12-18,"American Indian",55,"Idaho",84,29
2022-01-06,"Montana St.",92,"Idaho",72,-20
2022-01-20,"Northern Colorado",87,"Idaho",70,-17
2022-01-22,"Sacramento St.",72,"Idaho",73,1
2022-02-10,"Idaho St.",79,"Idaho",70,-9
2022-02-12,"Weber St.",79,"Idaho",83,4
2021-11-09,"Eastern Oregon",61,"Idaho St.",82,21
2021-11-22,"UMKC",74,"Idaho St.",58,-16
2021-12-02,"Portland St.",63,"Idaho St.",55,-8
2021-12-04,"Northern Arizona",73,"Idaho St.",70,-3
2021-12-18,"Bethesda",68,"Idaho St.",103,35
2022-01-15,"Idaho",74,"Idaho St.",81,7
2022-01-17,"Weber St.",78,"Idaho St.",61,-17
2022-01-24,"Eastern Washington",89,"Idaho St.",63,-26
2022-02-05,"Montana",63,"Idaho St.",86,23
2022-02-07,"Montana St.",72,"Idaho St.",54,-18
2021-11-09,"Jackson St.",47,"Illinois",71,24
2021-11-12,"Arkansas St.",53,"Illinois",92,39
2021-11-22,"Cincinnati",71,"Illinois",51,-20
2021-11-26,"UT Rio Grande Valley",85,"Illinois",94,9
2021-11-29,"Notre Dame",72,"Illinois",82,10
2021-12-03,"Rutgers",51,"Illinois",86,35
2021-12-11,"Arizona",83,"Illinois",79,-4
2021-12-18,"St. Francis PA",48,"Illinois",106,58
2022-01-06,"Maryland",64,"Illinois",76,12
2022-01-14,"Michigan",53,"Illinois",68,15
2022-01-17,"Purdue",96,"Illinois",88,-8
2022-01-25,"Michigan St.",55,"Illinois",56,1
2022-02-02,"Wisconsin",67,"Illinois",80,13
2021-11-16,"Trinity Christian",50,"Illinois Chicago",91,41
2021-11-26,"San Diego",64,"Illinois Chicago",52,-12
